;Rewards
1308;147599.39800261045
1309;156683.1183253975
1310;158100.15421296007
1311;166882.59401414666
1312;147912.02517295312
1313;156490.54394432053
1314;160010.94741193755
1315;147270.33896588173
1316;147480.48587293396
1317;153016.00043801506
1318;147566.7457484143
1319;156675.69369434792
1320;164336.1235305706
1321;147904.92953397502
1322;200682.7081897859
1323;148000.02301388027
1324;180619.5866435305
1325;191590.63279104797
1326;168140.07702693745
1327;221698.63377628673
1328;159744.2441902933
1329;147180.81471092795
1330;183663.75696421816
1331;178397.8416526159
1332;171140.2623249849
1333;147111.62351054128
1334;147314.42388878902
1335;154301.54620141297
1336;150862.10044552526
1337;216665.6797309656
1338;162461.97039828496
1339;624645.6091015465
1340;173293.98946931196
1341;168037.53306642763
1342;170380.45863346723
1343;149130.0251917747
1344;155594.42669248072
1345;152775.27658655797
1346;167786.5318340279
1347;259505.90504466015
1348;156889.1916760323
1349;145193.11566518559
1350;164134.91036353493
1351;145579.42837350443
1352;145807.1025529803
1353;146031.95442296425
1354;248923.94110688218
1355;161470.56933534215
1356;182027.19773365927
1357;146265.7185656265
1358;178023.01591592902
1359;146430.02776408987
1360;155992.38070143142
1361;179957.97489493556
1362;155630.92133322742
